pl_name,hostname,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
TOI-5232 b,TOI-5232,0.05593,12.778238,743.71847238,,6500.0,5.16000,2.37,F5V,0.00100,0.1,1.23,85.3,0.09152199,1649.53054,0.22591808,1649.53054,0.25513002,1649.53054,0.32762282,1649.53054,0.35146957,1649.53054,0.29730912,1511.36004
TOI-5261 b,TOI-5261,0.05134,11.60129502,3651.84839643,,5790.0,1.04901,4.2,G2V,0.00100,0.1,1.23,198.4,0.00068538,397.98644,0.00169183,397.98644,0.00191059,397.98644,0.00245347,397.98644,0.00263205,397.98644,0.00240388,393.70867
TOI-5292 A b,TOI-5292 A,0.0279,12.64373023,412.859100693,M0&plusmn;0.5,3919.0,0.07920,5.0,K9V,0.00100,0.1,1.23,63.9,0.01774651,101.74700,0.04380648,101.74700,0.04947080,101.74700,0.06352747,101.74700,0.06815145,101.74700,0.06352747,102.72948
TOI-5301 b,TOI-5301,0.073,13.09208946,1182.32167404,,6240.0,6.54998,2.43,F7V,0.00100,0.1,1.23,106.2,0.02902146,1229.11998,0.07163821,1229.11998,0.08090126,1229.11998,0.10388860,1229.11998,0.11145036,1229.11998,0.09462551,1130.33749
TOI-532 b,TOI-532,0.0296,5.82,61.5,,3927.0,0.08030,7.1,K9V,0.00100,0.1,1.23,36.3,0.07026266,91.65087,0.17344035,91.65087,0.19586675,91.65087,0.25152045,91.65087,0.26982792,91.65087,0.26114651,96.07734
TOI-5322 b,TOI-5322,0.0604,16.6117094,184.022647653,,5692.0,2.03002,9.7,G4V,0.00100,0.1,1.23,37.2,1.10788802,556.44997,2.73477364,556.44997,3.08838883,556.44997,3.96592553,556.44997,4.25459417,556.44997,4.24285231,601.05328
TOI-5340 b,TOI-5340,0.0628,15.07607904,270.15414595,,5990.0,3.94003,3.5,F9.5V,0.00100,0.1,1.23,47.3,0.68990926,999.03502,1.70301116,999.03502,1.92321608,999.03502,2.46967988,999.03502,2.64944097,999.03502,2.36539124,966.08763
TOI-5344 b,TOI-5344,0.04041,10.60369574,130.945303684,,3747.0,0.06130,10.9,M0.5V,0.00100,0.6,1.23,39.3,0.03839225,37.53897,0.23035348,91.24478,0.34137435,119.73843,0.61688539,168.49792,0.70751566,180.14099,0.71780690,197.95715
TOI-5349 b,TOI-5349,0.0369,10.2,127.4,M1+/-0.5,3751.0,0.06300,9.0,M0.5V,0.00100,0.6,1.23,39.5,0.04449572,46.26870,0.26697432,112.46386,0.39564492,147.58374,0.71495580,207.68232,0.81999417,222.03299,0.80508701,236.12210
TOI-5350 b,TOI-5350,0.0796,12.41955062,2094.48920213,,6220.0,2.15998,3.1,F8V,0.00100,0.1,1.23,145.2,0.00218955,340.89754,0.00540481,340.89754,0.00610366,340.89754,0.00783796,340.89754,0.00840847,340.89754,0.00738803,324.43144
TOI-5398 b,TOI-5398,0.098,10.3,58.7,G V,6000.0,1.30994,0.65,F9.5V,0.00100,0.1,1.23,26.7,0.63621314,136.39481,1.57046462,136.39481,1.77353084,136.39481,2.27746299,136.39481,2.44323315,136.39481,1.60388090,96.98222
TOI-5398 c,TOI-5398,0.057,3.52,11.8,G V,6000.0,1.30994,0.65,F9.5V,0.00100,0.1,1.23,20.5,1.85752035,403.18121,4.58520864,403.18121,5.17809113,403.18121,6.64939713,403.18121,7.13338816,403.18121,4.68277252,286.67813
TOI-5422 b,TOI-5422,0.0619,9.10169233,8899.195396,,5820.0,2.24999,7.6,G1V,0.00100,0.1,1.23,349.6,0.00008223,587.21711,0.00020298,587.21711,0.00022923,587.21711,0.00029436,587.21711,0.00031579,587.21711,0.00030771,619.77358
TOI-544 b,TOI-544,0.0225,2.018,2.89,,4169.0,0.12575,9.0,K7V,0.00100,0.1,1.23,13.4,3.59486082,248.39621,8.87375843,248.39621,10.02116444,248.39621,12.86858428,248.39621,13.80525255,248.39621,13.67231958,266.45868
TOI-5542 b,TOI-5542,0.332,11.30986153,419.53349724,G3 V,5700.0,11.40250,10.8,G3V,0.00100,0.1,1.23,68.1,0.01250638,103.44841,0.03087147,103.44841,0.03486325,103.44841,0.04476931,103.44841,0.04802794,103.44841,0.04835874,112.82151
TOI-5573 b,TOI-5573,0.0712,9.75,112.0,,3790.0,0.06930,9.7,M0.5V,0.00100,0.6,1.23,37.9,0.01485652,13.67005,0.08913913,33.22735,0.13210051,43.60349,0.23871410,61.35956,0.27378500,65.59946,0.27235846,70.68358
TOI-558 b,TOI-558,0.1291,12.17295304,1147.36054927,F V,6466.0,3.51998,1.79,F5V,0.00100,0.1,1.23,108.5,0.00425642,211.19689,0.01050680,211.19689,0.01186536,211.19689,0.01523679,211.19689,0.01634584,211.19689,0.01323112,185.16725
TOI-559 b,TOI-559,0.0723,12.22899794,1910.14872607,G V,5925.0,1.68799,6.8,G0V,0.00100,0.1,1.23,139.7,0.00238068,322.91886,0.00587660,322.91886,0.00663647,322.91886,0.00852216,322.91886,0.00914246,322.91886,0.00880956,337.03243
TOI-5592 b,TOI-5592,0.03935,17.14974047,285.727737893,,6237.0,2.63998,3.6,F7V,0.00100,0.1,1.23,45.6,1.54934343,1704.94560,3.82448723,1704.94560,4.31900595,1704.94560,5.54621096,1704.94560,5.94990415,1704.94560,5.33121247,1654.67848
TOI-561 b,TOI-561,0.01064,1.397,2.02,G9 V,5342.0,0.52200,16.1,G9V,0.00100,0.1,1.23,13.4,45.31505797,4610.91105,111.85826044,4610.91105,126.32189968,4610.91105,162.21508212,4610.91105,174.02226446,4610.91105,181.10979933,5197.69688
TOI-561 c,TOI-561,0.0889,2.865,5.93,G9 V,5342.0,0.52200,16.1,G9V,0.00100,0.1,1.23,16.1,0.64968118,66.04904,1.60370989,66.04904,1.81107483,66.04904,2.32567475,66.04904,2.49495411,66.04904,2.59656797,74.45445
TOI-561 d,TOI-561,0.1587,2.615,13.33,G9 V,5342.0,0.52200,16.1,G9V,0.00100,0.1,1.23,25.2,0.03067893,20.72603,0.07572962,20.72603,0.08552171,20.72603,0.10982190,20.72603,0.11781552,20.72603,0.12261388,23.36363
TOI-561 e,TOI-561,0.33,2.517,12.4,G9 V,5342.0,0.52200,16.1,G9V,0.00100,0.1,1.23,24.8,0.00731169,4.79338,0.01804859,4.79338,0.02038233,4.79338,0.02617378,4.79338,0.02807889,4.79338,0.02922248,5.40339
TOI-5616 b,TOI-5616,0.0272,10.78,624.0,,3996.0,0.10170,7.2,K8V,0.00100,0.1,1.23,85.1,0.00650487,137.46185,0.01605699,137.46185,0.01813321,137.46185,0.02328559,137.46185,0.02498049,137.46185,0.02421084,144.30397
TOI-564 b,TOI-564,0.02734,11.43318,464.98529,,5640.0,1.07800,7.3,G5V,0.00100,0.1,1.23,71.3,0.14662735,1442.19166,0.36194328,1442.19166,0.40874373,1442.19166,0.52488442,1442.19166,0.56308929,1442.19166,0.54649574,1516.07109
TOI-5678 b,TOI-5678,0.249,4.91,20.0,G7 V,5485.0,0.74013,8.5,G8V,0.00100,0.1,1.23,22.6,0.05195952,11.93744,0.12825982,11.93744,0.14484424,11.93744,0.18600037,11.93744,0.19953881,11.93744,0.19655541,12.73667
TOI-5720 b,TOI-5720,0.018288,1.09,4.3,M3.5 +/- 1.0,3325.0,0.01615,5.0,M3.5V,0.00100,0.6,1.23,22.2,0.04974500,48.28782,0.29847003,117.37168,0.44232025,154.02415,0.79930112,216.74537,0.91673117,231.72230,0.79930112,218.83829
TOI-5734 b,TOI-5734,0.05921,2.1,9.1,K3-K4 V,4750.0,0.18100,0.5,K3V,0.00100,0.1,1.23,23.3,0.08492475,51.62854,0.20963308,51.62854,0.23673932,51.62854,0.30400658,51.62854,0.32613437,51.62854,0.19916095,34.14952
TOI-5788 b,TOI-5788,0.064,1.528,3.72,,5615.0,0.71200,5.72,G6V,0.00100,0.1,1.23,17.4,0.65913375,173.82813,1.62704316,173.82813,1.83742516,173.82813,2.35951228,173.82813,2.53125458,173.82813,2.39502066,178.14784
TOI-5788 c,TOI-5788,0.1197,2.272,6.4,,5615.0,0.71200,5.72,G6V,0.00100,0.1,1.23,18.8,0.20927919,49.69260,0.51659663,49.69260,0.58339427,49.69260,0.74916027,49.69260,0.80368956,49.69260,0.76043441,50.92748
TOI-5789 c,TOI-5789,0.1009,2.86,5.0,K1 V,5185.0,0.46900,9.4,K1V,0.00100,0.1,1.23,14.8,0.63403769,46.06676,1.56509461,46.06676,1.76746647,46.06676,2.26967548,46.06676,2.43487881,46.06676,2.42117861,49.61628
TOI-5795 b,TOI-5795,0.064,5.62,23.66,G3 V,5715.0,1.13000,10.2,G3V,0.00100,0.1,1.23,22.9,1.28667492,275.87990,3.17610137,275.87990,3.58678168,275.87990,4.60593204,275.87990,4.94118495,275.87990,4.94999956,299.35132
TOI-5800 b,TOI-5800,0.0344,2.46,9.5,K3 V,4850.0,0.30900,8.1,K3V,0.00100,0.1,1.23,22.0,0.63353490,261.12179,1.56385349,261.12179,1.76606486,261.12179,2.26787562,261.12179,2.43294795,261.12179,2.38551882,277.31938
TOI-5882 b,TOI-5882,0.0804,11.46678726,6995.40323807,,5920.0,5.66996,4.11,G0V,0.00100,0.1,1.23,276.1,0.00039750,877.13795,0.00098121,877.13795,0.00110809,877.13795,0.00142294,877.13795,0.00152651,877.13795,0.00139053,865.43588
TOI-5916 b,TOI-5916,0.0262,11.35469745,226.611654191,M2&plusmn;0.5,3613.0,0.03530,5.0,M1.5V,0.00100,0.6,1.23,49.9,0.02156249,51.42418,0.12937495,124.99515,0.19172834,164.02825,0.34646542,230.82332,0.39736671,246.77301,0.34646542,233.05217
TOI-6008 b,TOI-6008,0.010777,1.03,4.0,M5.0,3075.0,0.00469,3.0,M5V,0.00010,0.6,1.23,22.0,0.00405728,4.03900,0.02434369,9.81748,0.03607635,12.88325,0.06519228,18.12953,0.07477007,19.38226,0.05708952,16.02951
TOI-6016 b,TOI-6016,0.055,13.67495645,371.85923619,F,6110.0,2.89001,0.3,F9V,0.00100,0.1,1.23,58.3,0.25987509,955.37665,0.64149041,955.37665,0.72443722,955.37665,0.93027926,955.37665,0.99799169,955.37665,0.51216210,531.05831
TOI-6041 b,TOI-6041,0.1651,4.55,28.9,G7,5445.0,0.61300,7.9,G8V,0.00100,0.1,1.23,28.2,0.03730557,22.48878,0.09208718,22.48878,0.10399436,22.48878,0.13354338,22.48878,0.14326363,22.48878,0.14013034,23.82589
TOI-6054.01,TOI-6054,0.0763,2.64,12.5,,6047.0,3.32997,6.0,F9V,0.00100,0.1,1.23,24.3,0.99072243,571.99328,2.44555546,571.99328,2.76177379,571.99328,3.54650589,571.99328,3.80464614,571.99328,3.61844299,589.23082
TOI-6054.02,TOI-6054,0.1079,2.82,9.3,,6047.0,3.32997,6.0,F9V,0.00100,0.1,1.23,20.3,1.09080685,286.02047,2.69260951,286.02047,3.04077274,286.02047,3.90477978,286.02047,4.18899778,286.02047,3.98398408,294.63996
TOI-6130 b,TOI-6130,0.036,14.3474953,333.71982735,F,6110.0,2.89001,0.3,F9V,0.00100,0.1,1.23,53.9,0.86981835,2229.94935,2.14710898,2229.94935,2.42473720,2229.94935,3.11370353,2229.94935,3.34034130,2229.94935,1.71423896,1239.54582
TOI-615 b,TOI-615,0.0678,18.97680433,138.255357045,F2 V,6850.0,5.86003,1.7,F2V,0.00100,0.1,1.23,30.2,6.70371019,1274.79577,16.54781864,1274.79577,18.68750576,1274.79577,23.99738516,1274.79577,25.74408774,1274.79577,20.65935393,1108.06927
TOI-622 b,TOI-622,0.0708,9.2362001,96.302007321,F6 V,6400.0,2.97900,0.9,F6V,0.00100,0.1,1.23,36.1,0.74264647,594.29693,1.83319069,594.29693,2.07022825,594.29693,2.65846417,594.29693,2.85196635,594.29693,2.02359102,456.73985
TOI-628 b,TOI-628,0.0486,11.88154,2011.8639,,6250.0,2.47999,1.28,F7V,0.00100,0.1,1.23,145.5,0.00639982,1049.97138,0.01579768,1049.97138,0.01784037,1049.97138,0.02290955,1049.97138,0.02457707,1049.97138,0.01874475,867.38919
TOI-6303 b,TOI-6303,0.0761,11.59,2493.0,,3977.0,0.08190,6.4,K8V,0.00100,0.1,1.23,164.0,0.00005211,14.14200,0.00012862,14.14200,0.00014525,14.14200,0.00018652,14.14200,0.00020010,14.14200,0.00019161,14.66782
TOI-6330 b,TOI-6330,0.05763,10.89,3179.0,,3539.0,0.03701,7.6,M2V,0.00100,0.6,1.23,191.0,0.00002095,11.14353,0.00012567,27.08623,0.00018624,35.54463,0.00033655,50.01900,0.00038600,53.47527,0.00036736,55.12452
TOI-640 b,TOI-640,0.06608,19.2794468,181.16219199,,6460.0,6.82999,1.99,F5V,0.00100,0.1,1.23,34.3,5.02340066,1564.15552,12.40004725,1564.15552,14.00341395,1564.15552,17.98235262,1564.15552,19.29123779,1564.15552,15.88600647,1395.15237
TOI-6420 b,TOI-6420,0.0753,11.93756445,2606.1929374,,6020.0,2.04998,4.4,F9V,0.00100,0.1,1.23,165.2,0.00133187,361.54308,0.00328768,361.54308,0.00371278,361.54308,0.00476774,361.54308,0.00511477,361.54308,0.00469747,359.65438
TOI-6628 b,TOI-6628,0.134,10.98480109,235.19302118,,5463.0,0.81700,7.5,G8V,0.00100,0.1,1.23,51.7,0.01603642,45.49990,0.03958521,45.49990,0.04470371,45.49990,0.05740585,45.49990,0.06158426,45.49990,0.05993052,47.95963
TOI-6651 b,TOI-6651,0.0633,5.09,61.0,,5940.0,3.32997,3.71,G0V,0.00100,0.1,1.23,38.7,0.43320711,831.06038,1.06935301,831.06038,1.20762385,831.06038,1.55075884,831.06038,1.66363424,831.06038,1.49634255,809.64163
TOI-669 b,TOI-669,0.048,2.58606487,10.0,,5597.0,0.86600,7.9,G6V,0.00100,0.1,1.23,22.0,0.95614792,375.86988,2.36020979,375.86988,2.66539264,375.86988,3.42273895,375.86988,3.67187055,375.86988,3.59156383,398.21794
TOI-6692 b,TOI-6692,0.512,11.67975789,197.05361234,,5890.0,2.07998,7.8,G1V,0.00100,0.1,1.23,45.9,0.00478875,7.93451,0.01182082,7.93451,0.01334929,7.93451,0.01714237,7.93451,0.01839011,7.93451,0.01796554,8.39582
TOI-6695 b,TOI-6695,0.402,9.52763359,66.74396547,F5V-G0V,6400.0,3.47000,2.1,F6V,0.00100,0.1,1.23,29.6,0.06131664,21.47227,0.15135747,21.47227,0.17092849,21.47227,0.21949621,21.47227,0.23547273,21.47227,0.19555581,19.31502
TOI-677 b,TOI-677,0.1041,13.11450742,392.200254238,F8,6295.0,2.04984,2.92,F7V,0.00100,0.1,1.23,61.1,0.04079698,189.15531,0.10070559,189.15531,0.11372715,189.15531,0.14604166,189.15531,0.15667162,189.15531,0.13654285,178.56003
TOI-7149 b,TOI-7149,0.02603,13.2,224.0,M4 V,3363.0,0.01215,7.8,M3V,0.00100,0.6,1.23,46.1,0.01209001,17.93212,0.07254007,43.58704,0.10750139,57.19827,0.19426192,80.49037,0.22280209,86.05219,0.21309073,89.14445
TOI-733 b,TOI-733,0.0618,1.992,5.72,G,5585.0,0.81999,4.4,G6V,0.00100,0.1,1.23,18.9,0.76291879,214.70050,1.88323203,214.70050,2.12674010,214.70050,2.73103334,214.70050,2.92981762,214.70050,2.69078392,213.57891
TOI-7510 b,TOI-7510,0.1019,7.31,18.1,G3,5720.0,1.02601,4.4,G3V,0.00100,0.1,1.23,17.6,1.73286979,98.81017,4.27751411,98.81017,4.83061069,98.81017,6.20318338,98.81017,6.65469576,98.81017,6.11176212,98.29398
TOI-7510 c,TOI-7510,0.1595,10.81,131.0,G3,5720.0,1.02601,4.4,G3V,0.00100,0.1,1.23,38.9,0.04366490,40.33004,0.10778491,40.33004,0.12172185,40.33004,0.15630797,40.33004,0.16768519,40.33004,0.15400433,40.11935
TOI-7510 d,TOI-7510,0.2672,10.52,190.0,G3,5720.0,1.02601,4.4,G3V,0.00100,0.1,1.23,47.5,0.00681689,14.37067,0.01682720,14.37067,0.01900302,14.37067,0.02440254,14.37067,0.02617874,14.37067,0.02404290,14.29560
TOI-756 b,TOI-756,0.018,2.81,9.83,M1 V,3657.0,0.04100,3.2,M1V,0.00100,0.6,1.23,20.9,0.42738200,126.54209,2.56429202,307.58186,3.80017488,403.63260,6.86716018,567.99858,7.87605525,607.24680,6.12708907,511.67918
TOI-757 b,TOI-757,0.122,2.5,10.5,K0 V,5278.0,0.42000,7.5,K0V,0.00100,0.1,1.23,22.9,0.05882218,28.21827,0.14520000,28.21827,0.16397483,28.21827,0.21056674,28.21827,0.22589330,28.21827,0.21982732,29.74375
TOI-771 b,TOI-771,0.0208,1.36,2.47,M3,3370.0,0.00626,6.7,M3V,0.00100,0.6,1.23,15.1,0.08774764,14.46916,0.52648586,35.16973,0.78023031,46.15243,1.40992630,64.94648,1.61706690,69.43422,1.50143049,69.82933
TOI-776 b,TOI-776,0.0653,1.798,5.0,M1 V,3725.0,0.04900,6.1,M0.5V,0.00100,0.6,1.23,18.6,0.03929814,11.49142,0.23578885,27.93183,0.34942933,36.65430,0.63144126,51.58054,0.72421002,55.14471,0.65958416,54.39972
TOI-776 c,TOI-776,0.1001,2.047,6.9,M1 V,3725.0,0.04900,6.1,M0.5V,0.00100,0.6,1.23,20.5,0.01295855,4.89026,0.07775132,11.88660,0.11522424,15.59851,0.20821761,21.95048,0.23880809,23.46724,0.21749772,23.15021
TOI-778 b,TOI-778,0.06,15.4,878.0,F3 V,6643.0,5.75997,1.95,F4V,0.00100,0.1,1.23,84.4,0.11149617,1599.99085,0.27522347,1599.99085,0.31081077,1599.99085,0.39912473,1599.99085,0.42817590,1599.99085,0.35145494,1422.49911
TOI-824 b,TOI-824,0.02177,2.926,18.467,K4 V,4600.0,0.19500,7.5,K4V,0.00100,0.1,1.23,28.1,0.44454192,411.44628,1.09733251,411.44628,1.23922120,411.44628,1.59133427,411.44628,1.70716304,411.44628,1.66132008,433.68912
TOI-836 b,TOI-836,0.0422,1.704,4.53,K V,4552.0,0.14036,5.4,K4V,0.00100,0.1,1.23,18.2,0.27950963,78.81613,0.68995744,78.81613,0.77917120,78.81613,1.00056538,78.81613,1.07339374,78.81613,1.00923633,80.26681
TOI-836.01,TOI-836,0.075,2.587,9.6,K V,4552.0,0.14036,5.4,K4V,0.00100,0.1,1.23,21.5,0.06894990,24.95270,0.17019983,24.95270,0.19220723,24.95270,0.24682111,24.95270,0.26478653,24.95270,0.24896007,25.41197
TOI-837 b,TOI-837,0.0888,9.16894621,120.456966253,F9/G0,5995.0,1.33999,0.035,F9.5V,0.00100,0.1,1.23,40.5,0.13278158,169.93157,0.32776558,169.93157,0.37014674,169.93157,0.47532046,169.93157,0.50991771,169.93157,0.04647355,16.77517
TOI-849 b,TOI-849,0.0155,3.64,41.8,G,5257.0,0.60478,6.7,K0V,0.00100,0.1,1.23,37.9,1.02201556,2517.30944,2.52280120,2517.30944,2.84900765,2517.30944,3.65852644,2517.30944,3.92482035,2517.30944,3.77616156,2623.33925
TOI-892 b,TOI-892,0.092,11.99363,301.9385,F,6261.0,2.69998,2.2,F7V,0.00100,0.1,1.23,56.1,0.08879093,318.99534,0.21917658,318.99534,0.24751682,318.99534,0.31784641,318.99534,0.34098156,318.99534,0.28521872,289.01378
TOI-905 b,TOI-905,0.04666,13.125739,211.99261,,5570.0,0.73000,3.4,G7V,0.00100,0.1,1.23,44.9,0.24815881,335.29767,0.61256929,335.29767,0.69177650,335.29767,0.88833830,335.29767,0.95299796,335.29767,0.84763985,323.02564
TOI-908 b,TOI-908,0.041657,3.186,16.137,G V,5626.0,0.91300,4.6,G6V,0.00100,0.1,1.23,25.2,0.96107007,526.13116,2.37235989,526.13116,2.67911379,526.13116,3.44035884,526.13116,3.69077294,526.13116,3.40745601,526.13116
TOI-912 b,TOI-912,0.041,1.93,5.1,M3,3572.0,0.02570,0.8,M2V,0.00100,0.6,1.23,18.2,0.06215315,15.28841,0.37291893,37.16105,0.55265045,48.76560,0.99867488,68.62377,1.14539610,73.36561,0.47672876,33.07465
TOI-942 b,TOI-942,0.04866,3.89,16.0,K2.5 V,4969.0,0.43800,0.053,K2V,0.00100,0.1,1.23,22.7,0.62561038,184.98043,1.54429216,184.98043,1.74397419,184.98043,2.23950810,184.98043,2.40251563,184.98043,0.33157350,27.65199
TOI-942 c,TOI-942,0.08598,4.67,37.0,K2.5 V,4969.0,0.43800,0.053,K2V,0.00100,0.1,1.23,31.5,0.06483233,59.24819,0.16003580,59.24819,0.18072895,59.24819,0.23208139,59.24819,0.24897395,59.24819,0.03436113,8.85678
TOI-954 b,TOI-954,0.04963,9.550068,55.30242,,5710.0,3.42997,6.14,G3V,0.00100,0.1,1.23,26.9,5.83313309,1392.52003,14.39883671,1392.52003,16.26065343,1392.52003,20.88096552,1392.52003,22.40083263,1392.52003,21.35684167,1438.00828
TOI-969 b,TOI-969,0.02636,2.765,9.1,K V,4435.0,0.19933,2.03,K5V,0.00100,0.1,1.23,20.3,1.07711265,286.87268,2.65880599,286.87268,3.00259830,286.87268,3.85575844,286.87268,4.13640832,286.87268,3.41701198,256.68433
TRAPPIST-1 b,TRAPPIST-1,0.01154,1.116,1.374,M8.0 V,2566.0,0.00055,7.6,M8V,0.00010,0.6,1.23,12.4,0.00449683,0.41526,0.02698100,1.00936,0.03998473,1.32455,0.07225498,1.86393,0.08287038,1.99273,0.07886860,2.05419
TRAPPIST-1 c,TRAPPIST-1,0.0158,1.097,1.308,M8.0 V,2566.0,0.00055,7.6,M8V,0.00010,0.6,1.23,12.2,0.00251414,0.22152,0.01508484,0.53845,0.02235511,0.70659,0.04039713,0.99432,0.04633211,1.06303,0.04409474,1.09582
TRAPPIST-1 d,TRAPPIST-1,0.02227,0.788,0.388,M8.0 V,2566.0,0.00055,7.6,M8V,0.00010,0.6,1.23,7.8,0.00533058,0.11150,0.03198345,0.27103,0.04739815,0.35566,0.08565151,0.50050,0.09823508,0.53508,0.09349134,0.55158
TRAPPIST-1 e,TRAPPIST-1,0.02925,0.92,0.692,M8.0 V,2566.0,0.00055,7.6,M8V,0.00010,0.6,1.23,9.7,0.00154596,0.06464,0.00927577,0.15711,0.01374631,0.20617,0.02484047,0.29013,0.02848993,0.31018,0.02711416,0.31974
TRAPPIST-1 f,TRAPPIST-1,0.03849,1.045,1.039,M8.0 V,2566.0,0.00055,7.6,M8V,0.00010,0.6,1.23,11.1,0.00058039,0.03733,0.00348235,0.09073,0.00516070,0.11907,0.00932572,0.16755,0.01069581,0.17913,0.01017932,0.18465
TRAPPIST-1 g,TRAPPIST-1,0.04683,1.129,1.321,M8.0 V,2566.0,0.00055,7.6,M8V,0.00010,0.6,1.23,12.1,0.00030586,0.02522,0.00183518,0.06129,0.00271966,0.08043,0.00491460,0.11319,0.00563663,0.12101,0.00536444,0.12474
TRAPPIST-1 h,TRAPPIST-1,0.06189,0.755,0.326,M8.0 V,2566.0,0.00055,7.6,M8V,0.00010,0.6,1.23,7.3,0.00085993,0.01444,0.00515959,0.03509,0.00764630,0.04605,0.01381736,0.06480,0.01584735,0.06928,0.01508208,0.07142
TYC 8998-760-1 b,TYC 8998-760-1,162.0,12.3,4449.62,K3 IV,4573.0,0.45814,0.0167,K4V,0.00100,0.1,1.23,212.6,0.00000000,0.00002,0.00000000,0.00002,0.00000000,0.00002,0.00000000,0.00002,0.00000000,0.00002,0.00000000,0.00000
TYC 8998-760-1 c,TYC 8998-760-1,320.0,12.3299,1906.98,K3 IV,4573.0,0.45814,0.0167,K4V,0.00100,0.1,1.23,139.0,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
TrES-3 b,TrES-3,0.02282,14.975,607.03,G4 V,5650.0,0.62500,0.9,G5V,0.00100,0.1,1.23,71.2,0.16087858,1200.18645,0.39712181,1200.18645,0.44847096,1200.18645,0.57589978,1200.18645,0.61781791,1200.18645,0.43836800,922.38904
TrES-5 b,TrES-5,0.02459,13.383546,568.9157,,5171.0,0.45309,7.4,K1V,0.00100,0.1,1.23,72.9,0.08163004,749.31244,0.20150022,749.31244,0.22755486,749.31244,0.29221244,749.31244,0.31348177,749.31244,0.30465720,788.76781
UCAC3 113-933 b,UCAC3 113-933,6100.0,12.1,6674.396547,M0,3864.0,0.06400,0.55,M0V,0.00100,0.6,1.23,262.6,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
USco CTIO 108 b,USco CTIO 108,670.0,12.3,4449.62,M7,2700.0,0.01122,0.003,M7V,0.00010,0.6,1.23,212.6,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
USco1556 b,USco1556 A,3500.0,12.3,4767.45,M3.0 V,3410.0,0.08128,0.0075,M3V,0.00100,0.6,1.23,220.1,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
USco1621 b,USco1621 A,2880.0,12.2,5085.28,M2.5 V,3460.0,0.09550,0.0075,M2.5V,0.00100,0.6,1.23,228.3,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
V830 Tau b,V830 Tau,0.057,14.0,222.481,,4250.0,1.20226,0.0022,K6V,0.00100,0.1,1.23,44.6,0.30172956,370.04138,0.74480636,370.04138,0.84111226,370.04138,1.08010642,370.04138,1.15872435,370.04138,0.00663805,2.29614
WASP-10 b,WASP-10,0.03781,12.106,1001.12,K5 V,4675.0,0.22893,7.0,K4V,0.00100,0.1,1.23,101.7,0.00416961,160.13883,0.01029251,160.13883,0.01162336,160.13883,0.01492603,160.13883,0.01601246,160.13883,0.01547505,167.63233
WASP-101 b,WASP-101,0.05057,16.02887,162.0933,F6,6380.0,2.63342,1.14,F6V,0.00100,0.1,1.23,35.6,2.37400703,1029.75543,5.86013367,1029.75543,6.61786813,1029.75543,8.49827326,1029.75543,9.11683882,1029.75543,6.79830254,831.72044
WASP-102 b,WASP-102,0.041,14.90794433,197.689269154,,5990.0,2.27515,0.67,F9.5V,0.00100,0.1,1.23,40.7,1.68771340,1353.45022,4.16604752,1353.45022,4.70473110,1353.45022,6.04153630,1353.45022,6.48128283,1353.45022,4.28783119,969.85333
WASP-103 b,WASP-103,0.01985,17.127,473.547,F8 V,6110.0,2.58821,4.0,F9V,0.00100,0.1,1.23,58.8,2.16454196,6568.69320,5.34307819,6568.69320,6.03395569,6568.69320,7.74844757,6568.69320,8.31243541,6568.69320,7.54689908,6459.61013
WASP-106 b,WASP-106,0.0901,12.10569916,613.40882551,F9 D,6002.0,2.64229,2.5,F9.5V,0.00100,0.1,1.23,79.6,0.02257196,325.48458,0.05571791,325.48458,0.06292242,325.48458,0.08080124,325.48458,0.08668253,325.48458,0.07390345,300.57343
WASP-107 b,WASP-107,0.055,10.53646,30.511527072,K6,4425.0,0.13200,3.4,K5V,0.00100,0.1,1.23,19.0,0.80643658,43.63597,1.99065381,43.63597,2.24805186,43.63597,2.88681470,43.63597,3.09693787,43.63597,2.75455780,42.03888
